Process-Motion-Flow,0
Process-Polarization-WaveProcess,0
Process-Attenuation-MediumWaveInteractionProcess,6
Process-Attenuation-Extinction,0
Process-Enrichment-ChemicalProcess,5
Process-Acidification-ChemicalProcess,5
Process-Abrasion-Force,179
Process-Flocculation-Force,179
Process-Transmission-MediumWaveInteractionProcess,6
Process-Calcification-ChemicalProcess,5
Process-Consolidation-Force,179
Process-Consolidation-SolidPhenomena,0
Process-Consolidation-Metamorphism,0
Process-Smashing-Force,179
Process-Collision-MeanFreePath,0
Process-Diffraction-MediumWaveInteractionProcess,6
Process-Diffraction-FresnelDiffraction,0
Process-Rotation-DifferentialRotation,1
Process-Rotation-VeeringWind,0
Process-Rotation-Vortex,1
Process-Falling-Force,179
Process-Freezing-Cryoturbation,1
Process-Emission-WaveProcess,0
Process-Emission-LineEmission,3
Process-Leaching-ChemicalProcess,5
Process-Dissipation-MediumWaveInteractionProcess,6
Process-Luminescence-Triboluminescence,0
Process-Transmutation-ChemicalProcess,5
Process-Pressure-PressureTendency,1
Process-Pressure-HighPressure,3
Process-Pressure-AcousticWave,8
Process-Pressure-Area,0
Process-Pressure-Force,179
Process-Pressure-StaticPressure,0
Process-Pressure-TotalPressure,0
Process-Pressure-BarometricPressure,0
Process-Pressure-Ratio,8
Process-Pressure-DifferentialPressure,0
Process-Pressure-HydrostaticPressure,0
Process-Congealing-Force,179
Process-Hydrolysis-ChemicalProcess,5
Process-Corrosion-ChemicalProcess,5
Process-Hydration-ChemicalProcess,5
Process-Oxidation-Reduction,0
Process-Damping-WaveProcess,0
Process-Desalinization-ChemicalProcess,5
Process-Force-Agitation,13
Process-Force-Flocculation,13
Process-Force-TectonicForce,13
Process-Force-Tension,13
Process-Force-Washing,13
Process-Force-Consolidation,13
Process-Force-Friction,13
Process-Force-GeomagneticForce,13
Process-Force-Pressure,36
Process-Force-Clogging,13
Process-Force-CentripetalForce,13
Process-Force-Quenching,13
Process-Path-Trajectory,0
Process-Induction-ElectromagneticInduction,0
Process-Boiling-Vaporization,0
Process-Nucleation-ChemicalProcess,5
Process-Genesis-History,1
Process-Wave-CapillaryWave,2
Process-Wave-ShockWave,2
Process-Wave-ElectromagneticRadiation,2
Process-Wave-AcousticWave,8
Process-Wave-StandingWave,2
Process-Wave-TravelingWave,2
Process-Wave-ShortWave,2
Process-Wave-FluidWave,2
Process-Wave-SeismicWave,2
Process-Wave-WavePhenomena,0
Process-Wave-SurfaceWave,2
Process-Wave-Oscillation,2
Process-Radiation-RadiativeTransfer,0
Process-Radiation-RadiantEnergy,16
Process-Refraction-MediumWaveInteractionProcess,6
Process-Burning-ChemicalProcess,5
Process-Burning-ThermalProcess,0
Process-Flushing-Force,179
Process-Evaporation-Vaporization,0
Process-Evaporation-EvaporationFog,0
Process-Bond-ChemicalProcess,5
Process-Fixation-ChemicalProcess,5
Process-Refreezing-Freezing,1
Process-Sheltering-Force,179
Process-Magnetism-Inductance,0
Process-Calcination-ChemicalProcess,5
Process-Tension-Force,179
Process-Nucleosynthesis-Genesis,1
Process-Expansion-Expanding,0
Process-Expansion-TaylorSeries,0
Process-Neutralization-ChemicalProcess,5
Process-Scattering-MieScattering,0
Process-Scattering-MediumWaveInteractionProcess,6
Process-Scattering-RayleighScattering,0
Process-Scattering-ScatteringCoefficient,0
Process-Reaction-ChemicalProcess,5
Process-Reaction-Oxidation,0
Process-Titration-ChemicalProcess,5
Process-Vaporization-Boiling,0
Process-Compression-CompressionMethod,0
Process-Compression-Decompression,0
Process-Gasification-EnergyConversionProcess,0
Process-Absorption-ChemicalProcess,5
Process-Absorption-MediumWaveInteractionProcess,6
Process-Heating-WarmFront,0
Process-Heating-ThermalProcess,0
Process-Heating-AnabaticWind,0
Process-Heating-HotWind,0
Process-Interference-MediumWaveInteractionProcess,6
Process-Interference-Noise,0
Process-Outgas-ChemicalProcess,5
Process-Combustion-ChemicalProcess,5
Process-Dissolution-ChemicalProcess,5
Process-Propagation-WaveProcess,0
Process-Propagation-WavePropagation,0
Process-Reduction-ChemicalProcess,5
Process-Reduction-Oxidation,0
Process-Reduction-Decrease,0
Process-Extinction-MassExtinctionEvent,0
Process-Extinction-EnvironmentalImpact,0
Process-Cooling-CanyonWind,0
Process-Cooling-ThermalProcess,0
Process-Cooling-Quenching,13
Process-Cooling-ColdFront,0
Process-Orientation-Force,179
Process-Gravity-Force,179
Process-Gravity-GravityWind,0
Process-Gravity-GravitationalForce,0
Process-Gravity-GravityForce,0
Process-Photolysis-Absorption,0
Process-Photolysis-ChemicalProcess,5
Process-Photolysis-Photodissociation,0
Process-Backscattering-AcousticBackScattering,0
Process-Quenching-Force,179
Process-Dilution-ChemicalProcess,5
Process-Dehydration-ChemicalProcess,5
Process-Adsorption-Absorption,0
Process-Adsorption-ChemicalProcess,5
Process-Washing-Force,179
Process-Crystallization-ChemicalProcess,5
Process-Crystallization-Recrystalization,0
Process-Excitation-MediumWaveInteractionProcess,6
Process-Electrolysis-ChemicalProcess,5
Process-Solvation-Dissolution,0
Process-Migration-EcologicalDynamics,7
Process-Dispersion-MediumWaveInteractionProcess,6
Process-Deposition-Sedimentation,0
Process-Deposition-Phenomena,0
Process-Reflection-Echo,0
Process-Reflection-MediumWaveInteractionProcess,6
Process-Friction-Force,179
Process-Friction-ViscousForce,0
Process-Agitation-Force,179
Process-Clogging-Force,179
Process-Orbit-OrbitalConfiguration,0
Process-Orbit-Path,1
Process-Orbit-OrbitalMotion,0
Process-Process-ChemicalProcess,5
Process-Process-Force,179
Process-Process-MathematicalProcess,0
Process-Process-Pipeline,0
